full_scorecard,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
https://stats.espncricinfo.com/ci/engine/match/1178422.html,Kolkata Knight Riders,Mumbai Indians,232.0,198.0,Mumbai Indians,Field,KKR,34 runs,Andre Russell,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1178423.html,Sunrisers Hyderabad,Kings XI Punjab,212.0,167.0,Kings XI Punjab,Field,Sunrisers,45 runs,David Warner,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1178424.html,Royal Challengers Bangalore,Rajasthan Royals,,41.0,Rajasthan Royals,Field,No,No result,"20.00 start, First Session 20.00-21.30, Interval 21.30-21.50, Second Session 21.50- 23.20",M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1178425.html,Chennai Super Kings,Delhi Capitals,179.0,99.0,Delhi Capitals,Field,Super,80 runs,MS Dhoni,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/1178426.html,Mumbai Indians,Sunrisers Hyderabad,162.0,162.0,Mumbai Indians,Bat,Tied,Tied,Jasprit Bumrah,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1178427.html,Kings XI Punjab,Kolkata Knight Riders,183.0,185.0,Kolkata Knight Riders,Field,KKR,7 wickets,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1178428.html,Rajasthan Royals,Delhi Capitals,115.0,121.0,Rajasthan Royals,Bat,Capitals,5 wickets,Amit Mishra,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1178429.html,Sunrisers Hyderabad,Royal Challengers Bangalore,175.0,178.0,Royal Challengers Bangalore,Field,RCB,4 wickets,Shimron Hetmyer,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1178430.html,Chennai Super Kings,Kings XI Punjab,170.0,173.0,Kings XI Punjab,Field,Kings,6 wickets,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1178431.html,Kolkata Knight Riders,Mumbai Indians,133.0,134.0,Mumbai Indians,Field,Mumbai,9 wickets,Hardik Pandya,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1181764.html,Chennai Super Kings,Mumbai Indians,131.0,132.0,Chennai Super Kings,Bat,Mumbai,6 wickets,Suryakumar Yadav,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/1181766.html,Sunrisers Hyderabad,Delhi Capitals,162.0,165.0,Delhi Capitals,Field,Capitals,2 wickets,Rishabh Pant,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,Visakhapatnam
https://stats.espncricinfo.com/ci/engine/match/1181767.html,Delhi Capitals,Chennai Super Kings,147.0,151.0,Chennai Super Kings,Field,Super,6 wickets,Faf du Plessis,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,Visakhapatnam
https://stats.espncricinfo.com/ci/engine/match/1181768.html,Mumbai Indians,Chennai Super Kings,149.0,148.0,Mumbai Indians,Bat,Mumbai,1 run,Jasprit Bumrah,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136561.html,Mumbai Indians,Chennai Super Kings,165.0,169.0,Chennai Super Kings,Field,Super,1 wicket,Dwayne Bravo,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136562.html,Delhi Daredevils,Kings XI Punjab,166.0,167.0,Kings XI Punjab,Field,Kings,6 wickets,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1136563.html,Royal Challengers Bangalore,Kolkata Knight Riders,176.0,177.0,Kolkata Knight Riders,Field,KKR,4 wickets,Sunil Narine,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136564.html,Rajasthan Royals,Sunrisers Hyderabad,125.0,127.0,Sunrisers Hyderabad,Field,Sunrisers,9 wickets,Shikhar Dhawan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136565.html,Kolkata Knight Riders,Chennai Super Kings,202.0,205.0,Chennai Super Kings,Field,Super,5 wickets,Sam Billings,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/1136566.html,Rajasthan Royals,Delhi Daredevils,,60.0,Delhi Daredevils,Field,Royals,10 runs,Sanju Samson,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136567.html,Mumbai Indians,Sunrisers Hyderabad,147.0,151.0,Sunrisers Hyderabad,Field,Sunrisers,1 wicket,Rashid Khan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136568.html,Kings XI Punjab,Royal Challengers Bangalore,155.0,159.0,Royal Challengers Bangalore,Field,RCB,4 wickets,Umesh Yadav,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136569.html,Mumbai Indians,Delhi Daredevils,194.0,195.0,Delhi Daredevils,Field,Daredevils,7 wickets,Jason Roy,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136570.html,Kolkata Knight Riders,Sunrisers Hyderabad,138.0,139.0,Sunrisers Hyderabad,Field,Sunrisers,5 wickets,Billy Stanlake,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136571.html,Rajasthan Royals,Royal Challengers Bangalore,217.0,198.0,Royal Challengers Bangalore,Field,Royals,19 runs,Sanju Samson,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136572.html,Kings XI Punjab,Chennai Super Kings,197.0,193.0,Chennai Super Kings,Field,Kings,4 runs,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1136573.html,Kolkata Knight Riders,Delhi Daredevils,200.0,129.0,Delhi Daredevils,Field,KKR,71 runs,Nitish Rana,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136574.html,Mumbai Indians,Royal Challengers Bangalore,213.0,167.0,Royal Challengers Bangalore,Field,Mumbai,46 runs,Rohit Sharma,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136575.html,Rajasthan Royals,Kolkata Knight Riders,160.0,163.0,Kolkata Knight Riders,Field,KKR,7 wickets,Nitish Rana,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136576.html,Kings XI Punjab,Sunrisers Hyderabad,193.0,178.0,Kings XI Punjab,Bat,Kings,15 runs,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1136577.html,Chennai Super Kings,Rajasthan Royals,204.0,140.0,Rajasthan Royals,Field,Super,64 runs,Shane Watson,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136578.html,Kolkata Knight Riders,Kings XI Punjab,191.0,126.0,Kings XI Punjab,Field,Kings,9 wickets,KL Rahul,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136579.html,Delhi Daredevils,Royal Challengers Bangalore,174.0,176.0,Royal Challengers Bangalore,Field,RCB,6 wickets,AB de Villiers,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136580.html,Chennai Super Kings,Sunrisers Hyderabad,182.0,178.0,Sunrisers Hyderabad,Field,Super,4 runs,Ambati Rayudu,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136581.html,Mumbai Indians,Rajasthan Royals,167.0,168.0,Mumbai Indians,Bat,Royals,3 wickets,Jofra Archer,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136582.html,Kings XI Punjab,Delhi Daredevils,143.0,139.0,Delhi Daredevils,Field,Kings,4 runs,Ankit Rajpoot,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136583.html,Sunrisers Hyderabad,Mumbai Indians,118.0,87.0,Mumbai Indians,Field,Sunrisers,31 runs,Rashid Khan,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136584.html,Royal Challengers Bangalore,Chennai Super Kings,205.0,207.0,Chennai Super Kings,Field,Super,5 wickets,MS Dhoni,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136585.html,Sunrisers Hyderabad,Kings XI Punjab,132.0,119.0,Kings XI Punjab,Field,Sunrisers,13 runs,Ankit Rajpoot,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136586.html,Delhi Daredevils,Kolkata Knight Riders,219.0,164.0,Kolkata Knight Riders,Field,Daredevils,55 runs,Shreyas Iyer,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136587.html,Chennai Super Kings,Mumbai Indians,169.0,170.0,Mumbai Indians,Field,Mumbai,8 wickets,Rohit Sharma,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136588.html,Sunrisers Hyderabad,Rajasthan Royals,151.0,140.0,Sunrisers Hyderabad,Bat,Sunrisers,11 runs,Kane Williamson,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136589.html,Royal Challengers Bangalore,Kolkata Knight Riders,175.0,176.0,Kolkata Knight Riders,Field,KKR,6 wickets,Chris Lynn,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136590.html,Chennai Super Kings,Delhi Daredevils,211.0,198.0,Delhi Daredevils,Field,Super,13 runs,Shane Watson,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136591.html,Royal Challengers Bangalore,Mumbai Indians,167.0,153.0,Mumbai Indians,Field,RCB,14 runs,Tim Southee,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136592.html,Delhi Daredevils,Rajasthan Royals,,146.0,Rajasthan Royals,Field,Daredevils,4 runs,Rishabh Pant,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136593.html,Chennai Super Kings,Kolkata Knight Riders,177.0,180.0,Kolkata Knight Riders,Field,KKR,6 wickets,Sunil Narine,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136594.html,Kings XI Punjab,Mumbai Indians,174.0,176.0,Mumbai Indians,Field,Mumbai,6 wickets,Suryakumar Yadav,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1136595.html,Royal Challengers Bangalore,Chennai Super Kings,127.0,128.0,Chennai Super Kings,Field,Super,6 wickets,Ravindra Jadeja,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136596.html,Delhi Daredevils,Sunrisers Hyderabad,163.0,164.0,Delhi Daredevils,Bat,Sunrisers,7 wickets,Rashid Khan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136597.html,Mumbai Indians,Kolkata Knight Riders,181.0,168.0,Kolkata Knight Riders,Field,Mumbai,13 runs,Hardik Pandya,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136598.html,Rajasthan Royals,Kings XI Punjab,152.0,155.0,Kings XI Punjab,Field,Kings,6 wickets,Mujeeb Ur Rahman,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1136599.html,Sunrisers Hyderabad,Royal Challengers Bangalore,146.0,141.0,Royal Challengers Bangalore,Field,Sunrisers,5 runs,Kane Williamson,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136600.html,Rajasthan Royals,Kings XI Punjab,158.0,143.0,Rajasthan Royals,Bat,Royals,15 runs,Jos Buttler,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136601.html,Mumbai Indians,Kolkata Knight Riders,210.0,108.0,Kolkata Knight Riders,Field,Mumbai,102 runs,Ishan Kishan,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136602.html,Delhi Daredevils,Sunrisers Hyderabad,187.0,191.0,Delhi Daredevils,Bat,Sunrisers,9 wickets,Shikhar Dhawan,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136603.html,Chennai Super Kings,Rajasthan Royals,176.0,177.0,Chennai Super Kings,Bat,Royals,4 wickets,Jos Buttler,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136604.html,Kolkata Knight Riders,Kings XI Punjab,245.0,214.0,Kings XI Punjab,Field,KKR,31 runs,Sunil Narine,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1136605.html,Delhi Daredevils,Royal Challengers Bangalore,181.0,187.0,Royal Challengers Bangalore,Field,RCB,5 wickets,AB de Villiers,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136606.html,Sunrisers Hyderabad,Chennai Super Kings,179.0,180.0,Chennai Super Kings,Field,Super,8 wickets,Ambati Rayudu,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136607.html,Mumbai Indians,Rajasthan Royals,168.0,171.0,Rajasthan Royals,Field,Royals,7 wickets,Jos Buttler,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136608.html,Kings XI Punjab,Royal Challengers Bangalore,88.0,92.0,Royal Challengers Bangalore,Field,RCB,10 wickets,Umesh Yadav,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1136609.html,Rajasthan Royals,Kolkata Knight Riders,142.0,145.0,Kolkata Knight Riders,Field,KKR,6 wickets,Kuldeep Yadav,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136610.html,Mumbai Indians,Kings XI Punjab,186.0,183.0,Kings XI Punjab,Field,Mumbai,3 runs,Jasprit Bumrah,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136611.html,Royal Challengers Bangalore,Sunrisers Hyderabad,218.0,204.0,Sunrisers Hyderabad,Field,RCB,14 runs,AB de Villiers,M Chinnaswamy Stadium,Bengaluru
https://stats.espncricinfo.com/ci/engine/match/1136612.html,Delhi Daredevils,Chennai Super Kings,162.0,128.0,Chennai Super Kings,Field,Daredevils,34 runs,Harshal Patel,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136613.html,Rajasthan Royals,Royal Challengers Bangalore,164.0,134.0,Rajasthan Royals,Bat,Royals,30 runs,Shreyas Gopal,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/1136614.html,Sunrisers Hyderabad,Kolkata Knight Riders,172.0,173.0,Sunrisers Hyderabad,Bat,KKR,5 wickets,Chris Lynn,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1136615.html,Delhi Daredevils,Mumbai Indians,174.0,163.0,Delhi Daredevils,Bat,Daredevils,11 runs,Amit Mishra,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1136616.html,Kings XI Punjab,Chennai Super Kings,153.0,159.0,Chennai Super Kings,Field,Super,5 wickets,Lungi Ngidi,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1136617.html,Sunrisers Hyderabad,Chennai Super Kings,139.0,140.0,Chennai Super Kings,Field,Super,2 wickets,Faf du Plessis,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1136618.html,Kolkata Knight Riders,Rajasthan Royals,169.0,144.0,Rajasthan Royals,Field,KKR,25 runs,Andre Russell,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136619.html,Sunrisers Hyderabad,Kolkata Knight Riders,174.0,160.0,Kolkata Knight Riders,Field,Sunrisers,14 runs,Rashid Khan,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1136620.html,Sunrisers Hyderabad,Chennai Super Kings,178.0,181.0,Chennai Super Kings,Field,Super,8 wickets,Shane Watson,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082591.html,Sunrisers Hyderabad,Royal Challengers Bangalore,207.0,172.0,Royal Challengers Bangalore,Field,Sunrisers,35 runs,Yuvraj Singh,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082592.html,Mumbai Indians,Rising Pune Supergiant,184.0,187.0,Rising Pune Supergiant,Field,Supergiant,7 wickets,Steven Smith,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082593.html,Gujarat Lions,Kolkata Knight Riders,183.0,184.0,Kolkata Knight Riders,Field,KKR,10 wickets,Chris Lynn,Saurashtra Cricket Association Stadium,Rajkot
https://stats.espncricinfo.com/ci/engine/match/1082594.html,Rising Pune Supergiant,Kings XI Punjab,163.0,164.0,Kings XI Punjab,Field,Kings,6 wickets,Glenn Maxwell,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1082595.html,Royal Challengers Bangalore,Delhi Daredevils,157.0,142.0,Royal Challengers Bangalore,Bat,RCB,15 runs,Kedar Jadhav,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082596.html,Gujarat Lions,Sunrisers Hyderabad,135.0,140.0,Sunrisers Hyderabad,Field,Sunrisers,9 wickets,Rashid Khan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082597.html,Kolkata Knight Riders,Mumbai Indians,178.0,180.0,Mumbai Indians,Field,Mumbai,4 wickets,Nitish Rana,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082598.html,Royal Challengers Bangalore,Kings XI Punjab,148.0,150.0,Royal Challengers Bangalore,Bat,Kings,8 wickets,Axar Patel,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1082599.html,Delhi Daredevils,Rising Pune Supergiant,205.0,108.0,Rising Pune Supergiant,Field,Daredevils,97 runs,Sanju Samson,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082600.html,Sunrisers Hyderabad,Mumbai Indians,158.0,159.0,Mumbai Indians,Field,Mumbai,4 wickets,Jasprit Bumrah,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082601.html,Kings XI Punjab,Kolkata Knight Riders,170.0,171.0,Kolkata Knight Riders,Field,KKR,8 wickets,Sunil Narine,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082602.html,Royal Challengers Bangalore,Mumbai Indians,142.0,145.0,Mumbai Indians,Field,Mumbai,4 wickets,Kieron Pollard,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082603.html,Rising Pune Supergiant,Gujarat Lions,171.0,172.0,Gujarat Lions,Field,Guj,7 wickets,Andrew Tye,Saurashtra Cricket Association Stadium,Rajkot
https://stats.espncricinfo.com/ci/engine/match/1082604.html,Kolkata Knight Riders,Sunrisers Hyderabad,172.0,155.0,Sunrisers Hyderabad,Field,KKR,17 runs,Robin Uthappa,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082605.html,Delhi Daredevils,Kings XI Punjab,188.0,137.0,Delhi Daredevils,Bat,Daredevils,51 runs,Corey Anderson,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1082606.html,Gujarat Lions,Mumbai Indians,176.0,177.0,Mumbai Indians,Field,Mumbai,6 wickets,Nitish Rana,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082607.html,Rising Pune Supergiant,Royal Challengers Bangalore,161.0,134.0,Royal Challengers Bangalore,Field,Supergiant,27 runs,Ben Stokes,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082608.html,Delhi Daredevils,Kolkata Knight Riders,168.0,169.0,Delhi Daredevils,Bat,KKR,4 wickets,Nathan Coulter-Nile,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1082609.html,Sunrisers Hyderabad,Kings XI Punjab,159.0,154.0,Kings XI Punjab,Field,Sunrisers,5 runs,Bhuvneshwar Kumar,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082610.html,Royal Challengers Bangalore,Gujarat Lions,213.0,192.0,Gujarat Lions,Field,RCB,21 runs,Chris Gayle,Saurashtra Cricket Association Stadium,Rajkot
https://stats.espncricinfo.com/ci/engine/match/1082611.html,Sunrisers Hyderabad,Delhi Daredevils,191.0,176.0,Sunrisers Hyderabad,Bat,Sunrisers,15 runs,Kane Williamson,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082612.html,Kings XI Punjab,Mumbai Indians,198.0,199.0,Mumbai Indians,Field,Mumbai,8 wickets,Jos Buttler,Holkar Cricket Stadium,Indore
https://stats.espncricinfo.com/ci/engine/match/1082613.html,Kolkata Knight Riders,Gujarat Lions,187.0,188.0,Gujarat Lions,Field,Guj,4 wickets,Suresh Raina,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082615.html,Sunrisers Hyderabad,Rising Pune Supergiant,176.0,179.0,Rising Pune Supergiant,Field,Supergiant,6 wickets,MS Dhoni,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082614.html,Mumbai Indians,Delhi Daredevils,142.0,128.0,Delhi Daredevils,Field,Mumbai,14 runs,Mitchell McClenaghan,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082616.html,Kings XI Punjab,Gujarat Lions,188.0,162.0,Gujarat Lions,Field,Kings,26 runs,Hashim Amla,Saurashtra Cricket Association Stadium,Rajkot
https://stats.espncricinfo.com/ci/engine/match/1082617.html,Kolkata Knight Riders,Royal Challengers Bangalore,131.0,49.0,Royal Challengers Bangalore,Field,KKR,82 runs,Nathan Coulter-Nile,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082618.html,Rising Pune Supergiant,Mumbai Indians,160.0,157.0,Mumbai Indians,Field,Supergiant,3 runs,Ben Stokes,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082619.html,Royal Challengers Bangalore,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
https://stats.espncricinfo.com/ci/engine/match/1082620.html,Rising Pune Supergiant,Kolkata Knight Riders,182.0,184.0,Kolkata Knight Riders,Field,KKR,7 wickets,Robin Uthappa,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082621.html,Royal Challengers Bangalore,Gujarat Lions,134.0,135.0,Gujarat Lions,Field,Guj,7 wickets,Andrew Tye,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082622.html,Delhi Daredevils,Kolkata Knight Riders,160.0,161.0,Kolkata Knight Riders,Field,KKR,7 wickets,Gautam Gambhir,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082623.html,Sunrisers Hyderabad,Kings XI Punjab,207.0,181.0,Kings XI Punjab,Field,Sunrisers,26 runs,Rashid Khan,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1082624.html,Rising Pune Supergiant,Royal Challengers Bangalore,157.0,96.0,Royal Challengers Bangalore,Field,Supergiant,61 runs,Lockie Ferguson,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082625.html,Gujarat Lions,Mumbai Indians,153.0,153.0,Gujarat Lions,Bat,Tied,Tied,Krunal Pandya,Saurashtra Cricket Association Stadium,Rajkot
https://stats.espncricinfo.com/ci/engine/match/1082626.html,Delhi Daredevils,Kings XI Punjab,67.0,68.0,Kings XI Punjab,Field,Kings,10 wickets,Sandeep Sharma,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1082627.html,Sunrisers Hyderabad,Kolkata Knight Riders,209.0,161.0,Kolkata Knight Riders,Field,Sunrisers,48 runs,David Warner,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082628.html,Royal Challengers Bangalore,Mumbai Indians,162.0,165.0,Royal Challengers Bangalore,Bat,Mumbai,5 wickets,Rohit Sharma,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082629.html,Gujarat Lions,Rising Pune Supergiant,161.0,167.0,Rising Pune Supergiant,Field,Supergiant,5 wickets,Ben Stokes,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/1082630.html,Sunrisers Hyderabad,Delhi Daredevils,185.0,189.0,Delhi Daredevils,Field,Daredevils,6 wickets,Mohammed Shami,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1082631.html,Kolkata Knight Riders,Rising Pune Supergiant,155.0,158.0,Rising Pune Supergiant,Field,Supergiant,4 wickets,Rahul Tripathi,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/1082632.html,Gujarat Lions,Delhi Daredevils,208.0,214.0,Delhi Daredevils,Field,Daredevils,7 wickets,Rishabh Pant,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1082633.html,Kings XI Punjab,Royal Challengers Bangalore,138.0,119.0,Royal Challengers Bangalore,Field,Kings,19 runs,Sandeep Sharma,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082634.html,Rising Pune Supergiant,Sunrisers Hyderabad,148.0,136.0,Sunrisers Hyderabad,Field,Supergiant,12 runs,Jaydev Unadkat,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082635.html,Mumbai Indians,Delhi Daredevils,212.0,66.0,Delhi Daredevils,Field,Mumbai,146 runs,Lendl Simmons,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/1082636.html,Royal Challengers Bangalore,Kolkata Knight Riders,158.0,159.0,Kolkata Knight Riders,Field,KKR,6 wickets,Sunil Narine,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/1082637.html,Kings XI Punjab,Gujarat Lions,189.0,192.0,Gujarat Lions,Field,Guj,6 wickets,Dwayne Smith,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1082638.html,Mumbai Indians,Sunrisers Hyderabad,138.0,140.0,Mumbai Indians,Bat,Sunrisers,7 wickets,Shikhar Dhawan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/1082639.html,Kings XI Punjab,Kolkata Knight Riders,167.0,153.0,Kolkata Knight Riders,Field,Kings,14 runs,Mohit Sharma,Punjab Cricket Association IS Bindra Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/1082640.html,Gujarat Lions,Delhi Daredevils,195.0,197.0,Delhi Daredevils,Field,Daredevils,2 wickets,Shreyas Iyer,Green Park,Kanpur
https://stats.espncricinfo.com/ci/engine/match/1082641.html,Kings XI Punjab,Mumbai Indians,230.0,223.0,Mumbai Indians,Field,Kings,7 runs,Wriddhiman Saha,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/1082642.html,Delhi Daredevils,Rising Pune Supergiant,168.0,161.0,Delhi Daredevils,Bat,Daredevils,7 runs,Karun Nair,Feroz Shah Kotla,Delhi
